age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
42,4,0,3,1,446,1,1,2,6,5,286,3,-1,0,0,0
34,4,0,2,1,4053,0,1,0,23,0,123,2,-1,0,0,0
67,10,2,3,1,2144,1,1,1,21,7,847,2,-1,0,0,1
59,3,0,1,1,-22,0,1,0,26,0,748,3,-1,0,0,1
45,3,0,2,1,318,1,1,2,16,1,63,2,-1,0,0,0
31,7,2,3,1,2734,0,1,2,15,0,858,3,-1,0,0,1
29,1,0,1,1,-493,0,1,2,18,0,536,2,334,4,1,1
38,1,1,1,1,0,0,1,1,20,7,162,1,181,5,3,1
37,4,0,1,1,261,1,1,2,29,5,301,4,-1,0,0,0
56,3,0,1,1,9,1,0,2,20,5,285,2,-1,0,0,0
60,10,0,1,1,523,1,1,2,13,5,192,3,-1,0,0,1
30,5,0,3,1,2666,1,1,2,4,0,781,3,89,1,3,1
54,9,0,1,1,2206,1,1,2,13,0,260,1,91,4,3,1
40,10,0,1,1,102,1,1,2,6,0,168,1,-1,0,0,0
40,6,0,1,1,2574,0,1,2,15,0,432,1,176,1,1,1
25,1,2,0,1,-221,0,1,0,23,0,250,1,-1,0,0,0
42,7,0,3,1,372,0,1,2,3,5,654,2,-1,0,0,1
25,1,2,1,1,-247,0,1,2,23,1,633,1,-1,0,0,1
35,7,2,3,1,681,1,1,2,18,6,737,1,561,2,3,1
29,6,2,1,1,1992,1,1,2,12,7,119,2,-1,0,0,0
41,1,0,1,1,1459,1,1,0,5,4,82,1,-1,0,0,0
28,4,2,1,1,2000,1,1,1,3,6,226,2,-1,0,0,0
38,4,0,2,1,573,0,1,0,6,0,87,1,-1,0,0,0
28,11,2,3,1,3733,0,1,2,21,5,419,5,91,7,3,0
52,1,0,0,1,1271,1,1,2,18,5,131,3,-1,0,0,0
45,6,0,1,1,805,0,1,0,15,0,186,3,-1,0,0,0
55,7,1,3,1,2037,1,1,2,2,3,209,2,273,1,1,1
28,3,2,1,1,339,1,1,2,3,11,350,1,182,1,3,1
33,1,0,1,1,1464,0,1,0,23,0,588,3,-1,0,0,1
33,3,0,1,1,7,0,1,0,20,0,217,1,-1,0,0,0
30,7,2,3,1,147,1,1,2,9,9,234,1,100,1,1,1
46,7,0,3,1,349,1,1,2,15,6,295,2,616,1,1,1
35,6,0,1,1,-488,0,1,0,2,4,97,4,-1,0,0,0
27,4,0,1,1,876,0,1,2,18,0,268,1,355,1,1,0
47,8,0,1,1,312,1,1,2,29,1,884,1,-1,0,0,1
31,1,0,1,1,435,0,1,0,21,0,204,1,-1,0,0,0
54,2,0,3,1,2473,1,1,2,5,10,607,2,-1,0,0,1
33,7,0,3,1,1808,1,1,2,28,11,250,3,-1,0,0,1
47,7,0,3,1,274,1,0,2,4,6,313,2,-1,0,0,0
33,4,0,3,1,1699,1,1,2,4,5,600,1,-1,0,0,1
32,4,2,1,1,483,1,1,2,8,5,580,3,-1,0,0,1
29,4,2,3,1,2489,0,1,2,3,10,355,1,86,5,1,1
59,1,0,0,1,625,1,1,2,9,1,133,1,-1,0,0,0
47,6,0,1,1,3480,1,1,2,16,7,443,1,-1,0,0,1
50,1,0,0,1,106,1,1,2,12,5,460,2,-1,0,0,0
42,3,1,1,1,257,0,1,2,12,0,955,2,-1,0,0,1
28,4,2,1,1,593,0,1,0,19,4,202,1,-1,0,0,0
30,4,0,1,1,384,1,1,2,25,5,73,3,-1,0,0,0
41,4,0,1,1,1819,1,1,2,22,9,397,1,371,3,1,1
28,1,2,1,1,517,1,0,2,8,1,681,1,-1,0,0,1
25,3,0,1,1,10,0,1,2,7,0,51,1,294,1,1,0
50,4,0,1,1,103,0,1,0,12,0,79,6,-1,0,0,0
37,7,2,3,1,600,0,1,2,17,3,116,2,196,1,1,0
55,7,2,3,1,797,1,1,2,29,1,24,2,-1,0,0,0
34,3,2,3,1,3119,1,1,2,16,8,306,1,-1,0,0,1
54,7,0,1,1,1660,1,1,2,20,3,337,3,-1,0,0,0
46,7,0,3,1,16,0,1,2,6,0,304,1,-1,0,0,0
27,1,2,1,1,87,1,1,1,10,1,245,1,-1,0,0,0
33,3,0,1,1,403,0,1,0,20,0,274,2,-1,0,0,0
23,4,2,1,1,283,0,1,2,22,9,175,1,184,2,3,1
50,0,0,0,1,199,1,1,2,11,0,228,2,363,2,1,0
33,7,2,3,1,1240,0,1,2,4,6,505,2,260,1,2,0
48,7,1,3,1,700,0,1,2,29,5,488,2,-1,0,0,0
42,6,0,1,1,12,0,1,2,16,7,466,4,-1,0,0,0
43,1,0,1,1,1324,0,1,1,12,0,179,5,-1,0,0,0
44,6,1,1,1,777,0,1,2,18,0,517,3,350,2,1,0
28,8,2,0,1,236,1,1,2,4,0,193,1,87,3,1,1
36,6,2,2,1,1815,1,1,0,5,4,387,1,-1,0,0,0
30,7,2,3,1,114,1,1,2,14,5,65,4,-1,0,0,0
54,3,0,2,1,386,1,0,0,20,4,838,1,-1,0,0,1
53,2,0,0,0,945,1,1,2,29,2,82,2,-1,0,0,0
24,6,2,3,1,-61,1,1,2,11,10,95,4,-1,0,0,1
37,1,1,1,1,719,0,1,2,13,0,118,1,365,1,1,0
27,1,2,1,1,3145,1,1,2,25,4,374,1,179,2,3,1
59,10,0,0,1,1115,1,1,0,19,4,834,1,-1,0,0,1
25,1,2,1,1,84,0,1,2,18,0,6,2,-1,0,0,0
34,7,1,1,1,291,1,1,2,7,5,91,2,-1,0,0,0
22,11,2,1,1,2488,1,1,2,8,3,449,2,38,10,2,1
31,11,2,1,1,1776,1,1,2,15,4,220,1,207,1,2,1
44,6,2,1,1,275,0,1,2,14,0,7,5,367,4,1,0
43,7,0,3,1,8,1,1,2,11,5,95,4,-1,0,0,0
25,4,2,3,1,1231,1,1,2,31,5,271,2,-1,0,0,1
46,5,0,1,1,706,1,1,2,21,0,588,1,386,3,1,1
38,4,0,1,1,20,1,1,2,2,6,147,1,-1,0,0,0
36,1,0,0,1,871,0,0,1,18,3,2,1,-1,0,0,0
34,4,0,1,1,0,0,1,2,5,5,231,2,2,3,3,1
29,1,0,0,1,258,0,1,0,26,0,130,1,-1,0,0,0
47,6,0,1,1,1265,1,1,2,7,5,137,2,-1,0,0,0
39,4,2,1,1,15,0,1,2,30,7,510,1,-1,0,0,1
52,1,1,0,0,-183,0,1,0,6,0,145,1,-1,0,0,0
37,4,0,3,1,127,0,1,2,13,6,71,1,-1,0,0,1
48,6,0,1,1,1131,1,0,2,8,0,49,1,-1,0,0,0
50,8,0,0,1,705,1,1,0,5,4,504,1,-1,0,0,1
37,6,0,1,1,2061,0,0,2,22,4,459,1,109,3,1,1
30,6,2,1,1,69,0,1,2,17,7,997,1,-1,0,0,1
37,7,0,3,1,393,0,1,2,12,5,62,2,104,2,3,0
28,11,2,3,1,2306,1,1,2,29,8,140,2,-1,0,0,0
40,3,0,1,1,113,0,1,0,4,4,126,1,-1,0,0,0
36,3,0,1,1,1177,0,0,2,3,6,50,5,-1,0,0,0
60,4,0,1,1,316,1,1,2,4,0,545,2,263,4,1,1
49,5,0,3,1,503,0,1,2,6,6,310,4,200,1,1,0
49,1,0,1,1,102,1,1,2,29,5,210,2,-1,0,0,0
41,1,0,1,1,167,1,1,0,20,4,48,1,-1,0,0,0
30,7,2,3,1,222,0,1,2,12,5,112,4,-1,0,0,0
32,1,0,0,1,388,0,1,2,15,7,171,2,-1,0,0,0
37,4,2,1,1,4,1,1,2,11,5,933,1,-1,0,0,1
47,7,0,3,1,1147,1,1,2,2,4,654,1,95,1,1,1
35,7,2,3,1,671,0,1,2,10,10,112,1,-1,0,0,1
32,2,0,3,1,10,0,1,0,2,4,658,2,-1,0,0,0
29,3,2,1,1,9,1,0,2,8,1,202,2,-1,0,0,0
35,4,2,3,1,144,0,0,2,4,6,202,4,113,20,1,0
44,2,2,1,1,299,1,1,2,20,3,186,1,-1,0,0,0
48,4,0,1,1,256,0,1,0,29,0,150,4,-1,0,0,0
57,6,0,2,1,2038,1,1,2,9,5,628,1,182,2,1,1
36,6,2,1,1,2556,0,1,2,13,7,342,1,-1,0,0,0
28,11,2,1,1,67,1,1,2,20,5,329,3,199,2,2,1
34,7,0,3,1,179,0,1,2,20,3,184,1,-1,0,0,0
37,7,0,3,1,3556,1,1,2,9,3,268,1,-1,0,0,1
23,7,2,3,1,2143,1,1,2,30,10,180,2,-1,0,0,1
39,6,0,1,1,3047,0,1,2,11,0,279,1,370,2,1,0
37,1,0,0,1,240,0,1,2,11,0,259,1,370,2,2,0
25,1,2,1,1,303,1,1,2,18,4,252,1,92,1,3,1
48,1,0,1,1,741,0,1,2,16,7,227,1,-1,0,0,0
46,2,0,1,1,38,1,1,2,25,3,541,1,-1,0,0,1
34,1,0,2,1,391,0,0,0,23,0,34,2,-1,0,0,0
36,0,2,1,1,866,0,1,2,11,0,629,1,173,1,1,1
51,8,1,3,1,0,1,1,2,31,1,574,2,-1,0,0,1
48,1,0,0,1,1080,0,1,2,11,0,197,2,-1,0,0,0
38,0,0,3,1,170,0,1,2,18,0,442,1,-1,0,0,1
30,7,2,1,1,186,0,1,2,20,3,235,3,-1,0,0,0
34,5,0,3,1,1972,0,1,2,23,1,61,2,-1,0,0,0
28,4,2,3,1,75,0,0,2,5,0,233,2,-1,0,0,0
47,1,0,0,1,3038,0,1,2,14,1,151,2,-1,0,0,0
36,4,1,1,1,160,0,1,0,26,0,142,1,-1,0,0,0
35,5,0,3,1,1178,0,0,2,15,7,220,2,183,5,1,0
47,1,0,0,1,4040,1,1,2,11,5,53,5,-1,0,0,0
39,6,2,1,1,0,1,0,0,19,4,142,1,-1,0,0,0
32,7,2,3,1,728,0,1,0,21,0,125,1,-1,0,0,0
50,5,0,3,1,202,0,1,2,15,7,107,1,148,4,1,0
33,7,2,3,1,62,0,1,2,18,0,473,3,-1,0,0,1
42,6,0,0,1,-306,0,1,2,17,5,308,1,459,1,3,1
29,7,2,3,1,92,1,1,2,2,10,175,5,-1,0,0,1
38,3,0,0,1,175,1,1,0,17,4,132,2,-1,0,0,0
54,6,0,1,1,602,1,1,2,3,10,143,2,-1,0,0,1
48,7,0,3,1,3842,1,1,2,1,8,168,1,122,2,3,0
72,10,0,1,1,1129,1,1,2,26,5,186,1,-1,0,0,1
58,4,0,1,1,589,0,1,2,10,6,511,3,183,6,3,1
50,7,0,3,1,469,1,1,2,16,8,170,1,183,1,3,1
29,4,0,1,1,95,1,0,2,3,6,172,3,-1,0,0,1
30,5,2,3,1,655,1,1,2,23,9,272,4,184,1,3,1
40,4,0,1,1,503,0,1,0,14,0,127,3,-1,0,0,0
42,4,0,1,1,3082,1,1,2,11,9,285,1,-1,0,0,1
33,7,2,3,1,2667,0,1,2,18,0,57,1,180,3,1,0
36,1,0,1,1,1797,0,0,2,17,3,166,1,181,2,1,0
48,7,0,3,1,1808,0,1,2,26,6,245,1,-1,0,0,1
32,4,2,1,1,0,1,1,2,18,5,594,4,-1,0,0,1
45,1,0,0,0,-443,0,0,2,20,7,691,1,-1,0,0,1
33,7,2,3,1,1271,0,1,2,15,7,636,3,330,1,1,1
49,0,0,3,1,313,0,1,2,17,3,42,2,188,2,1,0
45,8,0,1,1,891,0,1,0,7,2,118,1,-1,0,0,1
63,10,0,0,1,48,1,1,2,9,4,251,1,-1,0,0,1
59,1,0,1,0,-918,0,1,0,16,4,253,2,-1,0,0,0
47,4,0,1,1,2283,0,1,2,21,3,170,2,-1,0,0,0
53,10,0,1,1,303,0,1,0,6,0,593,2,-1,0,0,0
30,3,2,3,1,1788,1,1,2,4,5,288,1,181,2,1,1
34,1,2,1,1,215,1,1,2,3,10,350,3,-1,0,0,1
42,1,0,1,1,160,0,0,0,26,4,190,1,-1,0,0,0
30,4,2,3,1,655,1,1,2,26,7,212,1,202,2,3,1
50,9,0,2,1,558,1,1,2,9,1,464,1,683,6,1,1
30,6,2,3,1,0,0,1,2,4,6,730,2,-1,0,0,1
29,7,2,3,1,307,0,1,2,2,4,690,1,-1,0,0,1
26,3,2,3,1,0,1,0,1,1,1,261,4,-1,0,0,1
36,7,0,3,1,909,0,0,2,25,1,250,3,-1,0,0,0
30,4,2,1,1,816,0,1,0,14,3,179,1,-1,0,0,1
40,6,2,3,1,27,1,1,2,20,5,467,2,-1,0,0,1
57,6,0,1,1,2120,1,1,2,19,5,687,4,-1,0,0,1
36,6,2,1,1,0,0,1,2,21,3,139,2,-1,0,0,0
29,3,2,1,1,146,0,1,0,19,0,104,2,-1,0,0,0
36,1,0,1,1,218,0,1,2,4,0,619,6,-1,0,0,1
33,8,2,3,1,1974,1,1,2,14,5,498,2,191,1,1,1
35,3,0,1,1,142,0,1,2,20,3,315,2,196,4,1,0
67,10,0,0,1,1430,1,1,2,11,2,499,2,91,3,1,1
45,1,0,1,1,603,1,1,2,22,0,204,1,-1,0,0,0
39,4,2,1,1,201,1,0,0,6,4,148,4,-1,0,0,0
46,7,1,3,1,461,1,1,2,30,11,369,2,-1,0,0,1
46,7,1,3,1,558,1,1,2,6,1,319,1,-1,0,0,1
33,7,0,3,1,0,1,1,2,29,5,60,2,-1,0,0,0
54,1,0,2,1,-361,0,1,0,26,0,227,1,-1,0,0,0
73,10,2,1,1,1050,1,1,2,4,10,562,3,181,2,1,1
33,7,1,3,1,2240,1,1,2,8,10,264,2,278,1,3,1
55,7,0,2,1,179,1,1,0,19,4,97,1,-1,0,0,0
30,6,2,1,1,523,1,0,2,12,4,136,3,101,1,3,0
56,4,0,3,1,73,1,1,2,21,5,644,4,-1,0,0,1
30,7,2,3,1,697,1,1,2,28,7,545,2,181,8,3,1
33,4,2,3,1,538,0,1,0,29,0,359,2,-1,0,0,0
48,1,0,1,1,1405,0,1,0,14,0,629,2,-1,0,0,1
29,7,2,3,1,1445,1,1,2,26,7,328,2,143,2,3,1
36,7,0,3,1,1604,0,1,0,11,4,47,3,-1,0,0,0
46,4,0,1,1,2149,0,1,2,15,7,282,2,-1,0,0,1
68,10,2,3,1,2144,1,1,2,26,2,708,1,96,3,3,1
51,4,0,2,1,573,0,0,0,14,0,231,1,-1,0,0,0
72,10,0,1,1,951,1,0,2,12,10,229,3,339,1,1,1
52,5,1,1,1,1291,0,1,2,19,3,559,1,169,2,1,0
31,5,2,3,1,1657,0,0,2,28,2,872,1,-1,0,0,1
56,4,1,1,1,1480,0,0,2,5,6,576,1,-1,0,0,0
41,6,2,1,1,0,1,1,1,25,1,286,2,-1,0,0,0
27,6,0,3,1,73,1,1,2,10,6,159,1,-1,0,0,1
60,10,0,3,1,3461,1,1,2,3,6,128,2,-1,0,0,0
27,6,2,1,1,276,0,1,0,19,0,311,2,-1,0,0,0
28,6,2,1,1,352,0,0,2,18,0,431,1,-1,0,0,1
41,0,0,1,1,353,1,1,2,19,3,90,2,-1,0,0,0
42,3,0,1,1,1301,0,1,2,21,1,510,6,-1,0,0,0
31,5,0,3,1,414,1,1,2,14,5,169,5,-1,0,0,0
27,7,2,3,1,390,1,1,2,28,8,190,1,82,1,3,0
30,1,0,1,1,167,0,1,2,10,1,255,1,-1,0,0,1
42,0,0,3,1,233,1,1,2,5,6,446,1,-1,0,0,0
26,1,0,1,1,245,0,1,0,28,0,146,2,-1,0,0,0
33,4,1,1,1,370,0,1,2,11,5,145,4,-1,0,0,0
42,6,2,1,1,1451,0,1,2,4,0,251,4,-1,0,0,1
44,6,0,1,1,262,0,1,2,9,1,74,1,-1,0,0,0
54,4,0,1,1,719,0,1,2,2,6,242,1,264,1,1,0
33,3,2,1,1,152,0,1,2,25,0,202,2,365,2,3,1
57,10,0,1,1,1044,1,1,1,12,1,567,1,182,3,3,1
51,10,1,1,1,1679,1,1,2,12,5,417,1,365,9,2,1
35,7,1,3,1,146,1,1,2,6,5,720,2,-1,0,0,1
38,4,2,1,1,1711,1,1,2,20,7,379,3,202,1,3,1
57,7,0,3,1,256,1,1,2,5,4,304,2,91,1,3,1
38,4,0,3,1,3234,1,1,2,18,3,578,2,-1,0,0,1
59,10,1,2,1,-49,0,1,0,13,0,248,2,-1,0,0,0
47,1,0,1,1,182,0,1,1,10,1,39,1,-1,0,0,1
53,2,0,0,1,1903,1,1,0,5,4,827,1,-1,0,0,0
59,6,0,0,1,879,0,1,2,30,2,126,5,259,7,1,0
34,7,2,3,1,171,0,1,2,7,0,191,1,294,1,1,0
45,4,0,1,1,1831,1,1,2,27,0,275,2,-1,0,0,1
29,5,2,1,1,970,0,1,2,13,0,240,1,-1,0,0,0
34,6,0,1,1,124,0,1,1,14,0,604,4,366,2,2,1
26,3,2,3,1,1140,0,1,2,6,6,984,2,-1,0,0,1
50,6,1,1,1,237,1,0,1,5,3,169,1,-1,0,0,1
54,7,0,1,1,2895,0,1,2,9,6,20,2,256,1,1,0
53,1,0,1,1,1653,1,1,0,17,4,88,2,-1,0,0,0
30,1,2,1,1,799,1,1,0,13,4,674,1,-1,0,0,1
45,0,0,3,1,219,0,0,2,28,1,118,4,-1,0,0,0
49,10,0,2,1,247,1,1,0,15,0,213,2,-1,0,0,0
40,8,1,1,1,262,0,1,0,14,0,163,5,-1,0,0,0
39,4,0,3,1,437,1,1,1,27,0,186,2,-1,0,0,0
43,8,2,0,1,698,0,1,0,14,0,322,1,-1,0,0,0
30,7,2,3,1,398,1,1,2,24,7,235,2,-1,0,0,1
57,10,0,0,1,1623,0,0,2,18,1,246,1,-1,0,0,0
36,7,0,3,1,-633,0,1,2,17,1,106,1,-1,0,0,0
32,4,2,1,1,562,0,1,0,30,0,722,3,-1,0,0,1
18,11,2,1,1,5,1,1,2,24,5,143,2,-1,0,0,0
33,3,0,1,1,386,1,1,2,12,0,317,1,181,5,3,1
35,3,0,1,1,0,1,1,0,9,4,115,4,-1,0,0,0
53,6,1,1,1,-372,0,1,0,26,0,104,1,-1,0,0,0
36,8,0,1,1,-35,1,1,2,30,2,339,3,-1,0,0,0
57,10,0,3,1,0,0,0,0,28,0,648,1,-1,0,0,1
71,10,0,1,1,1696,1,1,2,6,8,486,1,-1,0,0,1
32,1,0,1,1,333,0,1,2,8,0,501,2,-1,0,0,1
28,6,0,1,1,170,0,0,0,21,0,492,1,-1,0,0,0
54,4,0,1,1,473,1,0,2,2,3,182,1,81,1,1,1
50,3,0,1,1,320,1,1,1,21,11,294,3,315,4,3,1
27,7,2,3,0,0,1,0,2,8,1,46,1,-1,0,0,0
47,4,0,1,1,1167,0,1,2,30,7,968,1,87,5,1,1
59,4,0,1,1,1,1,1,2,15,7,159,2,378,3,1,1
35,11,2,1,1,188,0,1,2,5,0,863,1,78,8,3,1
34,7,2,3,1,275,1,1,2,2,5,196,2,455,23,2,1
39,4,2,3,1,393,1,1,2,26,10,281,1,-1,0,0,1
36,7,1,3,1,649,1,1,2,16,1,237,2,91,1,1,0
54,0,0,1,1,0,1,1,0,9,4,96,1,-1,0,0,0
49,4,0,1,1,-142,0,0,2,23,1,73,4,-1,0,0,0
35,5,1,3,1,1354,0,1,0,23,0,736,2,-1,0,0,1
47,6,2,1,1,3957,0,1,1,11,0,58,3,334,3,2,0
39,1,0,1,1,1382,0,1,2,12,5,357,1,182,2,3,1
33,4,0,3,1,1699,1,1,2,6,3,178,2,94,1,3,1
56,8,1,0,1,1770,1,1,2,5,6,916,3,-1,0,0,0
24,7,2,3,1,1,1,1,2,14,0,396,5,-1,0,0,1
60,6,0,3,1,1614,1,1,2,20,5,921,6,-1,0,0,1
47,4,0,1,1,1571,0,1,2,11,0,261,1,369,2,1,0
31,4,2,1,1,1222,0,1,2,20,7,186,3,-1,0,0,0
67,7,0,3,1,405,1,1,2,7,5,345,2,-1,0,0,1
38,1,0,0,1,668,1,1,0,8,0,238,1,-1,0,0,0
46,3,1,1,1,0,1,1,0,20,4,1023,3,-1,0,0,1
58,10,0,0,1,1241,1,1,2,18,5,194,2,-1,0,0,1
34,7,0,3,1,417,0,1,2,18,3,138,1,-1,0,0,0
35,7,2,3,1,2486,0,1,2,25,0,265,1,-1,0,0,0
28,4,2,3,1,0,0,1,2,25,0,269,1,40,2,1,1
37,1,0,0,1,3517,0,1,0,23,0,445,1,-1,0,0,0
34,2,0,0,1,2929,1,1,2,14,5,518,2,-1,0,0,1
39,1,0,1,1,94,0,0,2,19,3,181,1,-1,0,0,0
28,6,2,1,1,261,0,0,2,9,9,259,2,98,4,3,1
43,3,1,1,1,1040,0,1,0,19,0,552,3,-1,0,0,1
40,7,1,3,1,858,1,1,2,26,8,202,2,-1,0,0,1
33,11,0,1,1,1536,1,1,2,9,3,262,1,94,2,3,1
30,8,0,3,1,330,1,1,2,3,1,264,1,80,1,3,1
51,4,0,1,1,2682,1,1,0,18,4,56,1,-1,0,0,0
23,11,2,1,1,431,1,1,2,15,6,201,3,186,2,3,1
31,1,0,0,1,-454,0,0,0,28,0,861,2,-1,0,0,0
58,3,0,0,1,943,0,1,0,3,4,243,3,-1,0,0,0
29,4,0,1,1,-910,0,1,2,21,1,260,1,-1,0,0,0
34,1,0,1,1,577,1,1,0,14,0,337,1,-1,0,0,0
31,5,2,1,1,203,1,0,2,19,3,177,1,-1,0,0,0
47,10,0,0,1,1374,1,0,1,8,0,479,2,359,3,1,1
39,4,0,1,1,1587,0,1,2,2,4,171,3,-1,0,0,1
30,1,0,1,1,128,0,1,0,14,0,273,1,-1,0,0,0
55,6,0,1,1,602,1,1,2,7,9,350,1,98,5,3,1
40,3,0,1,1,0,0,1,2,2,4,297,1,28,3,1,0
34,7,0,3,1,2374,0,0,2,18,4,270,2,314,2,1,1
59,7,0,3,1,1783,1,0,2,17,3,540,2,-1,0,0,1
44,8,0,1,1,0,0,1,2,2,6,699,1,272,1,1,1
50,4,0,1,1,3370,1,1,2,2,4,160,2,-1,0,0,1
34,6,0,1,1,-33,0,0,2,10,1,961,1,-1,0,0,1
31,7,0,3,1,1331,1,1,0,5,3,268,1,-1,0,0,1
41,5,0,1,1,305,0,1,2,13,0,174,2,-1,0,0,0
33,7,0,3,1,307,1,1,0,16,0,806,4,-1,0,0,0
51,1,0,0,1,0,1,1,2,20,3,85,1,-1,0,0,0
57,3,0,0,1,1728,0,1,1,16,1,164,1,-1,0,0,0
45,1,0,1,1,105,0,0,0,13,0,119,1,-1,0,0,0
43,7,2,1,1,109,0,1,0,27,0,64,3,-1,0,0,0
50,7,0,3,1,346,1,1,2,6,6,178,1,-1,0,0,1
55,7,0,0,1,621,1,0,2,2,6,114,1,208,1,1,0
41,1,0,1,1,580,0,1,2,14,0,874,1,363,1,1,1
28,7,2,3,1,390,1,1,2,29,9,845,1,232,4,3,1
29,7,2,3,1,502,1,1,2,8,1,968,1,87,5,1,1
60,10,1,1,1,496,0,1,2,15,0,655,2,-1,0,0,1
28,9,2,2,1,326,1,1,2,11,8,450,1,231,1,3,1
44,6,1,1,1,397,0,0,2,16,6,127,1,257,1,2,1
47,7,0,3,1,2351,1,1,2,2,4,163,2,84,1,3,1
37,6,2,3,1,1000,0,1,2,22,9,239,1,99,2,3,1
29,6,0,1,1,0,0,1,0,9,0,121,1,-1,0,0,0
27,7,2,3,1,1840,1,1,2,1,4,220,1,28,8,2,1
58,10,0,1,1,1230,1,1,2,20,0,420,1,87,1,1,1
59,5,0,3,1,2013,1,1,2,17,3,409,2,-1,0,0,1
46,7,0,1,1,0,1,1,2,27,5,38,6,-1,0,0,0
52,4,0,1,1,-38,1,1,0,6,4,613,1,-1,0,0,0
40,1,2,1,1,1066,0,1,0,21,0,171,1,-1,0,0,0
46,4,0,3,1,841,0,1,0,6,0,158,1,-1,0,0,0
31,4,2,1,1,138,1,1,2,26,0,91,1,285,2,2,1
47,4,0,1,1,834,1,0,2,21,3,902,1,133,2,2,1
35,4,2,1,1,399,0,1,2,13,0,496,2,345,3,1,1
45,1,0,1,1,28,1,0,2,4,6,215,1,222,1,2,0
31,5,2,3,1,144,0,1,0,16,0,676,1,-1,0,0,1
58,8,0,1,1,18,1,1,2,31,1,70,1,-1,0,0,0
42,7,0,3,1,2816,1,1,2,10,3,193,2,-1,0,0,1
43,8,1,1,1,1854,1,1,2,30,7,323,1,-1,0,0,1
47,5,0,0,1,574,0,1,2,20,3,137,5,-1,0,0,0
56,2,0,0,1,445,1,1,2,21,3,13,6,-1,0,0,0
31,3,0,1,1,0,0,1,2,29,2,224,2,-1,0,0,0
35,1,0,1,1,67,1,1,0,20,0,60,6,-1,0,0,0
28,0,2,1,1,1734,0,1,0,3,4,161,3,-1,0,0,0
50,4,0,3,1,247,1,1,0,23,0,173,1,-1,0,0,0
51,4,0,1,1,1327,1,1,2,7,1,21,2,-1,0,0,0
22,11,2,1,1,2162,1,1,1,2,6,168,1,-1,0,0,0
59,10,1,1,1,1,1,1,2,19,5,335,1,-1,0,0,1
45,8,1,1,1,-44,0,1,2,7,1,256,2,-1,0,0,0
26,1,2,1,1,277,1,1,0,14,0,514,2,-1,0,0,0
67,7,0,3,1,405,1,1,2,10,3,344,2,95,2,3,1
45,7,0,3,1,623,1,1,2,9,9,405,3,-1,0,0,0
40,3,0,1,1,1836,0,1,2,12,0,750,2,-1,0,0,1
46,1,0,1,1,2603,0,0,2,11,0,50,3,277,2,1,0
36,1,0,0,1,403,0,1,0,4,4,920,1,-1,0,0,1
65,7,1,3,1,90,0,1,2,22,7,416,1,-1,0,0,1
50,7,0,3,1,2050,1,1,2,6,5,158,3,-1,0,0,0
50,4,0,1,1,892,0,0,0,15,0,234,1,-1,0,0,0
28,7,2,3,1,437,1,1,2,5,0,338,1,-1,0,0,1
34,3,2,1,1,2,0,1,2,15,0,153,2,-1,0,0,1
73,10,0,0,1,542,1,1,2,26,8,355,1,180,5,1,1
53,6,1,1,1,223,0,0,2,22,1,534,1,-1,0,0,0
39,6,0,1,1,732,1,1,2,23,7,522,4,-1,0,0,1
48,0,0,1,1,0,1,0,2,28,1,431,2,-1,0,0,1
27,1,2,1,1,513,0,0,2,18,0,351,1,-1,0,0,1
54,6,0,0,1,0,1,1,2,30,1,255,2,-1,0,0,0
35,4,0,3,1,1354,1,1,2,2,4,250,2,-1,0,0,1
33,1,0,0,1,925,1,1,2,20,3,884,3,-1,0,0,0
39,7,0,3,1,0,0,0,2,17,1,301,1,-1,0,0,0
53,4,0,1,1,480,1,1,0,6,4,648,2,-1,0,0,1
57,6,0,0,1,1694,0,1,1,17,3,378,1,-1,0,0,0
36,4,0,1,1,84,0,1,0,20,0,67,1,-1,0,0,0
29,6,2,1,1,1277,1,1,2,20,1,165,2,481,1,3,1
32,7,0,1,1,134,0,0,2,15,0,532,3,-1,0,0,1
57,6,1,1,1,0,1,1,2,9,9,121,2,-1,0,0,0
29,5,2,3,1,3290,1,1,2,23,10,136,1,291,2,3,1
36,1,2,1,1,478,0,1,2,13,0,610,1,-1,0,0,1
42,1,0,0,1,1461,0,1,2,7,0,757,2,170,3,1,1
32,2,0,0,1,51,0,1,2,12,0,324,1,-1,0,0,0
32,1,0,1,1,897,0,1,2,7,7,293,3,322,2,1,0
28,1,2,1,1,455,0,1,2,11,1,166,1,-1,0,0,0
49,1,0,1,1,3309,0,1,2,15,0,349,2,-1,0,0,0
43,3,0,1,1,43,0,1,2,18,0,199,1,-1,0,0,0
65,10,0,0,1,493,1,1,2,16,8,622,1,182,1,1,0
49,0,0,1,1,89,0,1,2,12,0,351,1,-1,0,0,0
36,1,0,1,1,222,0,1,0,23,0,188,1,-1,0,0,0
46,7,2,3,1,0,1,1,2,22,5,686,2,-1,0,0,1
27,11,2,1,1,213,1,1,2,27,10,378,1,-1,0,0,1
22,11,2,1,1,948,1,1,1,18,5,215,1,197,2,1,1
31,7,2,3,1,825,0,1,0,21,0,506,2,-1,0,0,1
31,1,2,1,1,23,1,1,2,21,3,116,1,-1,0,0,0
34,4,1,1,1,-276,0,1,0,29,0,175,3,-1,0,0,0
